hh_index	psc_index	sc1	sc2	sc3	scropped_flag	sc5	s_maxcrops	s_mincrops	sc6	rgrp5_count	psc_id	psc_uuid	psc_submission_time	psc_parent_table_name	psc_parent_index	psc_tags	psc_notes	psc_version	psc_duration	psc_submitted_by
479.0	1830	2	"\"Maize and beans, Kiraeni farm\""	2	1	1	11	2	2	2				"APS_tz17_hh"	479					
479.0	1831	3	"\"Groundnut, Talaha farm\""	3	1	0	2	1	1	1				"APS_tz17_hh"	479					
479.0	1832	4	"\"Groundnut, Mkuu  farm\""	4	1	0	2	1	1	1				"APS_tz17_hh"	479					
480.0	1833	1	"Nyumbani"	1	1	0	2	1	1	1				"APS_tz17_hh"	480					
480.0	1834	2	"Nyumbani"	2	1	1	11	2	2	2				"APS_tz17_hh"	480					
480.0	1835	3	"Masekina"	3	1	1	11	2	2	2				"APS_tz17_hh"	480					
481.0	1836	1	"Nyumbani"	1	1	0	2	1	1	1				"APS_tz17_hh"	481					
481.0	1837	2	"Nyumbani"	2	1	1	11	2	2	2				"APS_tz17_hh"	481					
481.0	1838	3	"Masekeni"	3	1	1	11	2	2	2				"APS_tz17_hh"	481					
481.0	1839	4	"Kamaina"	4	1	1	11	2	2	2				"APS_tz17_hh"	481					
482.0	1840	1	"Nyumbani"	1	1	1	11	2	4	4				"APS_tz17_hh"	482					
483.0	1841	1	"Focal plot"	1	1	1	11	2	4	4				"APS_tz17_hh"	483					
483.0	1842	2	"Garden"	2	6									"APS_tz17_hh"	483					
483.0	1843	3	"Borrowed in 1"	3	1	1	11	2	4	4				"APS_tz17_hh"	483					
483.0	1844	4	"Borrowed in 2"	4	1	1	11	2	4	4				"APS_tz17_hh"	483					
484.0	1845	1	"Homestead"	1	1	1	11	2	2	2				"APS_tz17_hh"	484					
484.0	1846	2	"\"Maize, Beans, Groundnuts\""	2	1	1	11	2	2	2				"APS_tz17_hh"	484					
484.0	1847	3	"\"Fingermillet, Maize, cowpeas\""	3	1	1	11	2	3	3				"APS_tz17_hh"	484					
484.0	1848	4	"Fallow"	4	2									"APS_tz17_hh"	484					
484.0	1849	5	"Grazed  land"	5	3									"APS_tz17_hh"	484					
485.0	1850	1	"Focal"	1	1	1	11	2	2	2				"APS_tz17_hh"	485					
485.0	1851	2	"Bondeni 1"	2	1	1	11	2	2	2				"APS_tz17_hh"	485					
485.0	1852	3	"Bondeni 2"	3	1	1	11	2	3	3				"APS_tz17_hh"	485					
485.0	1853	4	"Home"	4	1	1	11	2	2	2				"APS_tz17_hh"	485					
486.0	1854	1	"Nyumbani A"	1	1	1	11	2	2	2				"APS_tz17_hh"	486					
486.0	1855	2	"Nyuumbani B"	2	1	1	11	2	2	2				"APS_tz17_hh"	486					
486.0	1856	3	"Mlimba"	3	1	1	11	2	2	2				"APS_tz17_hh"	486					
487.0	1857	1	"Nyumbani A"	1	1	0	2	1	1	1				"APS_tz17_hh"	487					
487.0	1858	2	"Lotilo"	2	1	0	2	1	1	1				"APS_tz17_hh"	487					
487.0	1859	3	"Nyumbani B"	3	1	0	2	1	1	1				"APS_tz17_hh"	487					
488.0	1860	1	"Focal"	1	2									"APS_tz17_hh"	488					
488.0	1861	2	"Bondeni"	2	2									"APS_tz17_hh"	488					
488.0	1862	3	"Mix"	3	2									"APS_tz17_hh"	488					
488.0	1863	4	"Home"	4	99									"APS_tz17_hh"	488					
489.0	1864	1	"Focal"	1	2									"APS_tz17_hh"	489					
489.0	1865	2	"Ng'ambo"	2	2									"APS_tz17_hh"	489					
489.0	1866	3	"Home"	3	2									"APS_tz17_hh"	489					
489.0	1867	4	"Maize"	4	2									"APS_tz17_hh"	489					
489.0	1868	5	"Coffee banana"	5	2									"APS_tz17_hh"	489					
490.0	1869	1	"Home"	1	2									"APS_tz17_hh"	490					
490.0	1870	2	"Loriko"	2	3									"APS_tz17_hh"	490					
490.0	1871	3	"Mashua"	3	1	0	2	1	1	1				"APS_tz17_hh"	490					
491.0	1872	1	"Home"	1	2									"APS_tz17_hh"	491					
491.0	1873	2	"Home"	2	1	0	2	1	1	1				"APS_tz17_hh"	491					
491.0	1874	3	"Uri"	3	2									"APS_tz17_hh"	491					
492.0	1875	1	"\"Maize,Banana,coffee\""	1	2									"APS_tz17_hh"	492					
492.0	1876	2	"Rolico"	2	3									"APS_tz17_hh"	492					
493.0	1877	1	"Maize Beans   Banana"	1	1	1	11	2	2	2				"APS_tz17_hh"	493					
493.0	1878	2	"Rented in"	2	3									"APS_tz17_hh"	493					
494.0	1879	1	"\"Maize and beans, Mashua farm\""	1	2									"APS_tz17_hh"	494					
494.0	1880	2	"\"Maize, Kiu farm.\""	2	2									"APS_tz17_hh"	494					
495.0	1881	1	"\"Maize and beans, Mashua farm\""	1	2									"APS_tz17_hh"	495					
495.0	1882	2	"\"Maize, Mashua farm\""	2	2									"APS_tz17_hh"	495					
495.0	1883	3	"\"Maize, Mzongoro  farm\""	3	2									"APS_tz17_hh"	495					
496.0	1884	1	"Nyumbani"	1	2									"APS_tz17_hh"	496					
496.0	1885	2	"Nyumbani"	2	1	1	11	2	2	2				"APS_tz17_hh"	496					
496.0	1886	3	"Loluko"	3	2									"APS_tz17_hh"	496					
497.0	1887	1	"Nyumbani"	1	2									"APS_tz17_hh"	497					
497.0	1888	2	"Maibuta"	2	2									"APS_tz17_hh"	497					
497.0	1889	3	"Nyumbani"	3	2									"APS_tz17_hh"	497					
498.0	1890	1	"Mtoni"	1	3									"APS_tz17_hh"	498					
498.0	1891	2	"Maputa"	2	3									"APS_tz17_hh"	498					
498.0	1892	3	"Nyumbani"	3	1	1	11	2	2	2				"APS_tz17_hh"	498					
499.0	1893	1	"Nyumbani"	1	1	1	11	2	2	2				"APS_tz17_hh"	499					
499.0	1894	2	"Maputa"	2	3									"APS_tz17_hh"	499					
500.0	1895	1	"Rented in"	1	2									"APS_tz17_hh"	500					
500.0	1896	2	"Vegetables"	2	6									"APS_tz17_hh"	500					
501.0	1897	1	"Focal plot"	1	6									"APS_tz17_hh"	501					
502.0	1898	1	"Nyumbani"	1	2									"APS_tz17_hh"	502					
502.0	1899	2	"Loriko1"	2	2									"APS_tz17_hh"	502					
502.0	1900	3	"Loriko2"	3	2									"APS_tz17_hh"	502					
503.0	1901	1	"Nyumbani"	1	4									"APS_tz17_hh"	503					
504.0	1902	1	"Mtoni"	1	3									"APS_tz17_hh"	504					
505.0	1903	1	"\"Maize, Kyuu farm\""	1	2									"APS_tz17_hh"	505					
505.0	1904	2	"\"Maize, Kyuu farm\""	2	2									"APS_tz17_hh"	505					
506.0	1905	1	"Home"	1	3									"APS_tz17_hh"	506					
506.0	1906	2	"Home"	2	3									"APS_tz17_hh"	506					
506.0	1907	3	"Mama sawa"	3	3									"APS_tz17_hh"	506					
507.0	1908	1	"Home"	1	1	0	2	1	1	1				"APS_tz17_hh"	507					
507.0	1909	2	"Home"	2	1	0	2	1	1	1				"APS_tz17_hh"	507					
507.0	1910	3	"Maiputa"	3	2									"APS_tz17_hh"	507					
507.0	1911	4	"Boloti"	4	2									"APS_tz17_hh"	507					
507.0	1912	5	"Bondeni"	5	1	0	2	1	1	1				"APS_tz17_hh"	507					
508.0	1913	1	"Nyumbani"	1	2									"APS_tz17_hh"	508					
508.0	1914	2	"Nyumbani"	2	2									"APS_tz17_hh"	508					
508.0	1915	3	"Maiputa"	3	2									"APS_tz17_hh"	508					
508.0	1916	4	"Mandungu"	4	2									"APS_tz17_hh"	508					
509.0	1917	1	"Nyumbani"	1	2									"APS_tz17_hh"	509					
510.0	1918	1	"Focal"	1	2									"APS_tz17_hh"	510					
510.0	1919	2	"Other"	2	2									"APS_tz17_hh"	510					
511.0	1920	1	"Focal"	1	2									"APS_tz17_hh"	511					
511.0	1921	2	"Other"	2	2									"APS_tz17_hh"	511					
512.0	1922	1	"Tindigani"	1	2									"APS_tz17_hh"	512					
512.0	1923	2	"Biriri"	2	2									"APS_tz17_hh"	512					
512.0	1924	3	"Mtaa wa Tindigani"	3	2									"APS_tz17_hh"	512					
513.0	1925	1	"Nyumbani"	1	3									"APS_tz17_hh"	513					
513.0	1926	2	"Kideko"	2	3									"APS_tz17_hh"	513					
513.0	1927	3	"Bilili"	3	3									"APS_tz17_hh"	513					
513.0	1928	4	"Bondeni"	4	3									"APS_tz17_hh"	513					
514.0	1929	1	"Nyumbani"	1	3									"APS_tz17_hh"	514					
514.0	1930	2	"Nyumbani B"	2	3									"APS_tz17_hh"	514					
514.0	1931	3	"Tindigani"	3	3									"APS_tz17_hh"	514					
515.0	1932	1	"Njiani"	1	2									"APS_tz17_hh"	515					
515.0	1933	2	"Njiani"	2	2									"APS_tz17_hh"	515					
515.0	1934	3	"Njiani"	3	2									"APS_tz17_hh"	515					
516.0	1935	1	"Ndarara"	1	3									"APS_tz17_hh"	516					
517.0	1936	1	"Home"	1	2									"APS_tz17_hh"	517					
517.0	1937	2	"Ndarara"	2	2									"APS_tz17_hh"	517					
518.0	1938	1	"\"Maize, Pigeonpea\""	1	2									"APS_tz17_hh"	518					
518.0	1939	2	"\"Maize, Pigeonpea and Sunflower\""	2	2									"APS_tz17_hh"	518					
519.0	1940	1	"\"Maize, pigeonpea\""	1	2									"APS_tz17_hh"	519					
519.0	1941	2	"\"Maize, pigeonpea, sunflower\""	2	2									"APS_tz17_hh"	519					
519.0	1942	3	"\"Maize, Pigeonpea and Sunflower\""	3	2									"APS_tz17_hh"	519					
520.0	1943	1	"Focal"	1	2									"APS_tz17_hh"	520					
520.0	1944	2	"Garden"	2	1	1	11	2	2	2				"APS_tz17_hh"	520					
521.0	1945	1	"Nyumbani"	1	2									"APS_tz17_hh"	521					
521.0	1946	2	"Ndarara"	2	2									"APS_tz17_hh"	521					
521.0	1947	3	"Naibili"	3	2									"APS_tz17_hh"	521					
521.0	1948	4	"Garden"	4	2									"APS_tz17_hh"	521					
522.0	1949	1	"Miti"	1	3									"APS_tz17_hh"	522					
522.0	1950	2	"Ngumbaro"	2	3									"APS_tz17_hh"	522					
522.0	1951	3	"Ngumbaro B"	3	3									"APS_tz17_hh"	522					
523.0	1952	1	"\"Maize, beans and Sunflower, Koboko Kusini farm\""	1	2									"APS_tz17_hh"	523					
523.0	1953	2	"\"Maize, Koboko using farm\""	2	2									"APS_tz17_hh"	523					
523.0	1954	3	"\"Beans, Ngare farm\""	3	2									"APS_tz17_hh"	523					
524.0	1955	1	"\"Maize, Beans and Sunflower, Koboko farm\""	1	2									"APS_tz17_hh"	524					
524.0	1956	2	"\"Beans and Sunflower, Kikwe farm\""	2	2									"APS_tz17_hh"	524					
525.0	1957	1	"Focal plot"	1	3									"APS_tz17_hh"	525					
525.0	1958	2	"Maize sunflower"	2	4									"APS_tz17_hh"	525					
526.0	1959	1	"Focal plot"	1	3									"APS_tz17_hh"	526					
526.0	1960	2	"Homestead"	2	3									"APS_tz17_hh"	526					
527.0	1961	1	"Maize Beans"	1	3									"APS_tz17_hh"	527					
527.0	1962	2	"Garden"	2	6									"APS_tz17_hh"	527					
528.0	1963	1	"Miti"	1	3									"APS_tz17_hh"	528					
528.0	1964	2	"Ngumbaro"	2	3									"APS_tz17_hh"	528					
528.0	1965	3	"Ngumbaro B"	3	3									"APS_tz17_hh"	528					
529.0	1966	1	"Kikwe"	1	2									"APS_tz17_hh"	529					
529.0	1967	2	"Merali"	2	2									"APS_tz17_hh"	529					
529.0	1968	3	"Nyumbani"	3	1	1	11	2	3	3				"APS_tz17_hh"	529					
530.0	1969	1	"Kikwe"	1	2									"APS_tz17_hh"	530					
531.0	1970	1	"Focal"	1	1	1	11	2	2	2				"APS_tz17_hh"	531					
531.0	1971	2	"Far away plot"	2	2									"APS_tz17_hh"	531					
531.0	1972	3	"Garden"	3	1	1	11	2	2	2				"APS_tz17_hh"	531					
532.0	1973	1	"Focal"	1	1	1	11	2	2	2				"APS_tz17_hh"	532					
533.0	1974	1	"Tindigani"	1	3									"APS_tz17_hh"	533					
533.0	1975	2	"Kideko"	2	3									"APS_tz17_hh"	533					
533.0	1976	3	"Nyumbani"	3	3									"APS_tz17_hh"	533					
534.0	1977	1	"Nkeku"	1	2									"APS_tz17_hh"	534					
534.0	1978	2	"Ngumbaru"	2	2									"APS_tz17_hh"	534					
534.0	1979	3	"Ngumbaru"	3	2									"APS_tz17_hh"	534					
534.0	1980	4	"Kideku"	4	2									"APS_tz17_hh"	534					
535.0	1981	1	"Nyumbani"	1	2									"APS_tz17_hh"	535					
535.0	1982	2	"Kideko"	2	2									"APS_tz17_hh"	535					
535.0	1983	3	"Nyumbani"	3	2									"APS_tz17_hh"	535					
536.0	1984	1	"\"Maize and  Beans, Kwajinja farm\""	1	2									"APS_tz17_hh"	536					
536.0	1985	2	"Beans"	2	2									"APS_tz17_hh"	536					
537.0	1986	1	"Oria"	1	2									"APS_tz17_hh"	537					
538.0	1987	1	"Focal"	1	2									"APS_tz17_hh"	538					
538.0	1988	2	"Mkonga"	2	2									"APS_tz17_hh"	538					
538.0	1989	3	"Garden"	3	2									"APS_tz17_hh"	538					
539.0	1990	1	"Focal"	1	2									"APS_tz17_hh"	539					
539.0	1991	2	"Fallow"	2	2									"APS_tz17_hh"	539					
539.0	1992	3	"Garden"	3	2									"APS_tz17_hh"	539					
540.0	1993	1	"Longoni"	1	1	0	2	1	1	1				"APS_tz17_hh"	540					
540.0	1994	2	"Mawala"	2	5									"APS_tz17_hh"	540					
540.0	1995	3	"Relini"	3	2									"APS_tz17_hh"	540					
541.0	1996	1	"Nyumbani A"	1	1	0	2	1	1	1				"APS_tz17_hh"	541					
541.0	1997	2	"Nyumbani B"	2	1	0	2	1	1	1				"APS_tz17_hh"	541					
542.0	1998	1	"Maize beans"	1	3									"APS_tz17_hh"	542					
542.0	1999	2	"Lomia"	2	3									"APS_tz17_hh"	542					
542.0	2000	3	"Rented out"	3	4									"APS_tz17_hh"	542					
542.0	2001	4	"Fallow"	4	2									"APS_tz17_hh"	542					
542.0	2002	5	"Reli B"	5	3									"APS_tz17_hh"	542					
543.0	2003	1	"Kwaginja"	1	1	0	2	1	1	1				"APS_tz17_hh"	543					
543.0	2004	2	"Ngambo ya reli"	2	3									"APS_tz17_hh"	543					
543.0	2005	3	"Ngambo ya reli"	3	3									"APS_tz17_hh"	543					
543.0	2006	4	"Mkonga"	4	2									"APS_tz17_hh"	543					
544.0	2007	1	"Kwaginja"	1	3									"APS_tz17_hh"	544					
544.0	2008	2	"Home"	2	1	0	2	1	1	1				"APS_tz17_hh"	544					
544.0	2009	3	"Home"	3	1	0	2	1	1	1				"APS_tz17_hh"	544					
545.0	2010	1	"Forest"	1	1	1	11	2	2	2				"APS_tz17_hh"	545					
545.0	2011	2	"Mangamao"	2	1	0	2	1	1	1				"APS_tz17_hh"	545					
545.0	2012	3	"Nyumbani"	3	1	0	2	1	1	1				"APS_tz17_hh"	545					
546.0	2013	1	"Nyumbani"	1	3									"APS_tz17_hh"	546					
547.0	2014	1	"Rau river1"	1	2									"APS_tz17_hh"	547					
547.0	2015	2	"Rau river2"	2	1	0	2	1	1	1				"APS_tz17_hh"	547					
547.0	2016	3	"Rau river3"	3	2									"APS_tz17_hh"	547					
548.0	2017	1	"Home"	1	2									"APS_tz17_hh"	548					
548.0	2018	2	"Home"	2	3									"APS_tz17_hh"	548					
548.0	2019	3	"Ngambo"	3	3									"APS_tz17_hh"	548					
548.0	2020	4	"Kisangesangeni"	4	2									"APS_tz17_hh"	548					
549.0	2021	1	"Home"	1	2									"APS_tz17_hh"	549					
549.0	2022	2	"Ngambo"	2	2									"APS_tz17_hh"	549					
549.0	2023	3	"Mkonga"	3	3									"APS_tz17_hh"	549					
550.0	2024	1	"Focal"	1	2									"APS_tz17_hh"	550					
550.0	2025	2	"Banana"	2	1	0	2	1	1	1				"APS_tz17_hh"	550					
550.0	2026	3	"Grassland"	3	3									"APS_tz17_hh"	550					
551.0	2027	1	"Focal"	1	2									"APS_tz17_hh"	551					
551.0	2028	2	"Other"	2	2									"APS_tz17_hh"	551					
551.0	2029	3	"Fallow"	3	2									"APS_tz17_hh"	551					
552.0	2030	1	"\"Sorghum and beans, Lembeni  farm\""	1	2									"APS_tz17_hh"	552					
552.0	2031	2	"\"Beans, Lembeni farm\""	2	2									"APS_tz17_hh"	552					
552.0	2032	3	"\"Maize and beans, Lembeni farm\""	3	2									"APS_tz17_hh"	552					
552.0	2033	4	"\"Maize, Kwampemba farm\""	4	2									"APS_tz17_hh"	552					
553.0	2034	1	"\"Maize, Lembeni farm\""	1	2									"APS_tz17_hh"	553					
553.0	2035	2	"\"Maize and beans,  Lembeni farm\""	2	2									"APS_tz17_hh"	553					
553.0	2036	3	"\"Maize and beans,  Mkonga farm\""	3	2									"APS_tz17_hh"	553					
554.0	2037	1	"Focal plot"	1	3									"APS_tz17_hh"	554					
554.0	2038	2	"Mkonga"	2	3									"APS_tz17_hh"	554					
554.0	2039	3	"Kwa jinja"	3	3									"APS_tz17_hh"	554					
554.0	2040	4	"Bodani"	4	3									"APS_tz17_hh"	554					
555.0	2041	1	"Rau  river"	1	1	0	2	1	1	1				"APS_tz17_hh"	555					
555.0	2042	2	"Relini"	2	3									"APS_tz17_hh"	555					
555.0	2043	3	"Mandaka"	3	1	0	2	1	1	1				"APS_tz17_hh"	555					
556.0	2044	1	"Nyumbani"	1	1	0	2	1	1	1				"APS_tz17_hh"	556					
556.0	2045	2	"Manyile"	2	3									"APS_tz17_hh"	556					
556.0	2046	3	"Akili"	3	6									"APS_tz17_hh"	556					
557.0	2047	1	"Maziwa1"	1	2									"APS_tz17_hh"	557					
557.0	2048	2	"Maziwa2"	2	2									"APS_tz17_hh"	557					
557.0	2049	3	"Mboga"	3	1	1	11	2	2	2				"APS_tz17_hh"	557					
557.0	2050	4	"Bustani"	4	6									"APS_tz17_hh"	557					
558.0	2051	1	"Mashariki"	1	3									"APS_tz17_hh"	558					
558.0	2052	2	"Magharibi A"	2	3									"APS_tz17_hh"	558					
558.0	2053	3	"Magharibi B"	3	3									"APS_tz17_hh"	558					
559.0	2054	1	"Nyumbani"	1	1	0	2	1	1	1				"APS_tz17_hh"	559					
559.0	2055	2	"Malindi"	2	1	0	2	1	1	1				"APS_tz17_hh"	559					
559.0	2056	3	"Mawala"	3	1	0	2	1	1	1				"APS_tz17_hh"	559					
560.0	2057	1	"Mwembeni"	1	1	1	11	2	2	2				"APS_tz17_hh"	560					
560.0	2058	2	"Mkonga"	2	2									"APS_tz17_hh"	560					
560.0	2059	3	"Kwa Juma"	3	2									"APS_tz17_hh"	560					
560.0	2060	4	"Mawala"	4	1	0	2	1	1	1				"APS_tz17_hh"	560					
560.0	2061	5	"Mawala"	5	1	0	2	1	1	1				"APS_tz17_hh"	560					
561.0	2062	1	"Forest"	1	1	0	2	1	1	1				"APS_tz17_hh"	561					
561.0	2063	2	"Forest"	2	1	0	2	1	1	1				"APS_tz17_hh"	561					
561.0	2064	3	"Forest"	3	2									"APS_tz17_hh"	561					
562.0	2065	1	"Ngasini"	1	1	0	2	1	1	1				"APS_tz17_hh"	562					
562.0	2066	2	"Makatanini"	2	1	0	2	1	1	1				"APS_tz17_hh"	562					
562.0	2067	3	"Making a Shingo"	3	1	0	2	1	1	1				"APS_tz17_hh"	562					
563.0	2068	1	"Kwa Elifai"	1	2									"APS_tz17_hh"	563					
563.0	2069	2	"Danelifasi"	2	2									"APS_tz17_hh"	563					
563.0	2070	3	"Sawe"	3	1	0	2	1	1	1				"APS_tz17_hh"	563					
563.0	2071	4	"Maweni"	4	2									"APS_tz17_hh"	563					
564.0	2072	1	"1"	1	2									"APS_tz17_hh"	564					
564.0	2073	2	"Nyumbani"	2	2									"APS_tz17_hh"	564					
564.0	2074	3	"Ng'ambo"	3	2									"APS_tz17_hh"	564					
565.0	2075	1	"Focal plot"	1	3									"APS_tz17_hh"	565					
565.0	2076	2	"Maize sunflower pigeon peas1"	2	3									"APS_tz17_hh"	565					
565.0	2077	3	"Maize sunflower pigeon peas"	3	3									"APS_tz17_hh"	565					
565.0	2078	4	"Grazed land"	4	3									"APS_tz17_hh"	565					
566.0	2079	1	"Focal plot"	1	3									"APS_tz17_hh"	566					
566.0	2080	2	"Maize pigeon peas"	2	3									"APS_tz17_hh"	566					
566.0	2081	3	"Maize pigeon peas beans"	3	3									"APS_tz17_hh"	566					
566.0	2082	4	"Rented in"	4	3									"APS_tz17_hh"	566					
566.0	2083	5	"Grazed land"	5	3									"APS_tz17_hh"	566					
567.0	2084	1	"Maize and Sunflower"	1	2									"APS_tz17_hh"	567					
567.0	2085	2	"Maize and Pigeonpea"	2	2									"APS_tz17_hh"	567					
567.0	2086	3	"Maize and Pigeonpea"	3	2									"APS_tz17_hh"	567					
567.0	2087	4	"Beans"	4	2									"APS_tz17_hh"	567					
567.0	2088	5	"Maize and Pigeonpea"	5	2									"APS_tz17_hh"	567					
567.0	2089	6	"Virgin land for grazing"	6	3									"APS_tz17_hh"	567					
568.0	2090	1	"Home"	1	3									"APS_tz17_hh"	568					
568.0	2091	2	"Kati"	2	3									"APS_tz17_hh"	568					
568.0	2092	3	"Kati juu"	3	3									"APS_tz17_hh"	568					
569.0	2093	1	"Focal"	1	2									"APS_tz17_hh"	569					
569.0	2094	2	"Garden"	2	2									"APS_tz17_hh"	569					
569.0	2095	3	"Fallow"	3	2									"APS_tz17_hh"	569					
569.0	2096	4	"Other"	4	2									"APS_tz17_hh"	569					
570.0	2097	1	"Home"	1	3									"APS_tz17_hh"	570					
570.0	2098	2	"Kati"	2	3									"APS_tz17_hh"	570					
570.0	2099	3	"Kati chini"	3	2									"APS_tz17_hh"	570					
571.0	2100	1	"Focal"	1	2									"APS_tz17_hh"	571					
571.0	2101	2	"Garden"	2	1	0	2	1	1	1				"APS_tz17_hh"	571					
571.0	2102	3	"Home"	3	2									"APS_tz17_hh"	571					
572.0	2103	1	"\"Maize, Pigeonpea, Sunflower and sorghum, Maroroni Kati farm\""	1	2									"APS_tz17_hh"	572					
572.0	2104	2	"\"Pigeonpea and Sunflower, Nazareti farm\""	2	2									"APS_tz17_hh"	572					
572.0	2105	3	"\"Maize and beans, Libis farm\""	3	2									"APS_tz17_hh"	572					
572.0	2106	4	"\"Maize,  Sorghum, Pigeonpea and Sunflower, Maroroni kati farm\""	4	2									"APS_tz17_hh"	572					
573.0	2107	1	"Barabarani A"	1	3									"APS_tz17_hh"	573					
573.0	2108	2	"Barabarani B"	2	3									"APS_tz17_hh"	573					
573.0	2109	3	"Mtoni"	3	3									"APS_tz17_hh"	573					
574.0	2110	1	"Maziwa1"	1	2									"APS_tz17_hh"	574					
574.0	2111	2	"Nyumbani1"	2	2									"APS_tz17_hh"	574					
574.0	2112	3	"Serengeti1"	3	2									"APS_tz17_hh"	574					
574.0	2113	4	"Serengeti2"	4	2									"APS_tz17_hh"	574					
574.0	2114	5	"Mkuyuni"	5	2									"APS_tz17_hh"	574					
574.0	2115	6	"Nyumbani2"	6	2									"APS_tz17_hh"	574					
574.0	2116	7	"Nyumbani3"	7	2									"APS_tz17_hh"	574					
574.0	2117	8	"Nyumbani4"	8	2									"APS_tz17_hh"	574					
575.0	2118	1	"Maziwa1"	1	2									"APS_tz17_hh"	575					
575.0	2119	2	"Maziwa2"	2	2									"APS_tz17_hh"	575					
575.0	2120	3	"Maziwa3"	3	2									"APS_tz17_hh"	575					
575.0	2121	4	"Maziwa4"	4	2									"APS_tz17_hh"	575					
575.0	2122	5	"Nyumbani"	5	2									"APS_tz17_hh"	575					
575.0	2123	6	"Maziwa5"	6	2									"APS_tz17_hh"	575					
576.0	2124	1	"Focal"	1	2									"APS_tz17_hh"	576					
577.0	2125	1	"Focal"	1	2									"APS_tz17_hh"	577					
577.0	2126	2	"Garden"	2	2									"APS_tz17_hh"	577					
578.0	2127	1	"Bondeni"	1	3									"APS_tz17_hh"	578					
578.0	2128	2	"Home"	2	3									"APS_tz17_hh"	578					
579.0	2129	1	"Kikatiti mjini"	1	2									"APS_tz17_hh"	579					
580.0	2130	1	"Maize"	1	1	0	2	1	1	1				"APS_tz17_hh"	580					
581.0	2131	1	"Focal plot"	1	2									"APS_tz17_hh"	581					
581.0	2132	2	"Samaria"	2	2									"APS_tz17_hh"	581					
582.0	2133	1	"\"Maize, Kikatiti  mjini farm\""	1	2									"APS_tz17_hh"	582					
582.0	2134	2	"\"Maize and Pigeonpea  , Kikatiti mjini farm\""	2	2									"APS_tz17_hh"	582					
582.0	2135	3	"\"Maize and Pigeonpea, Kikatiti mjini farm\""	3	2									"APS_tz17_hh"	582					
582.0	2136	4	"\"Maize, Pigeonpea and Sunflower , Samaria farm\""	4	2									"APS_tz17_hh"	582					
582.0	2137	5	"\"Maize, Samaria farm\""	5	2									"APS_tz17_hh"	582					
583.0	2138	1	"\"Maize and Pigeonpea, Kikatiti mjini  farm\""	1	2									"APS_tz17_hh"	583					
583.0	2139	2	"\"Maize and Pigeonpea, Kikatiti m jini farm\""	2	2									"APS_tz17_hh"	583					
583.0	2140	3	"\"Maize and beans, Samaria farm\""	3	2									"APS_tz17_hh"	583					
583.0	2141	4	"\"Maize,Majengo farm\""	4	2									"APS_tz17_hh"	583					
